study,a_est,a_se,Tmin_est,Tmin_se,Tmax_est,Tmax_se,Value,Topt_se,a,Tmin,Tmax
1,7.439169014848057e-5,8.497647130036795e-6,3.351749381891713,1.3122702955575603,33.51246947252788,0.44863382003301927,27.16718591450952,0.3444136731341436,8e-5,4,33.5
2,3.560409157341848e-5,4.682428027540775e-6,10.701335210539696,0.8394999889415656,36.09449495891707,1.3899374221412724,30.17637463187998,1.0267441414412015,4e-5,12,35.5
3,3.1036469793321544e-4,2.514570994834587e-5,12.691532656792603,0.12803959037254825,28.495516924432426,0.7178623098509985,24.508976853669836,0.5583259719164949,3.2e-4,13,28.5
4,8.133104322225478e-5,2.037782544585103e-5,8.794886791376488,1.7039170859538104,37.21580726971132,3.1196035068009222,30.798624218589886,2.3099280545029344,1.1e-4,11,34.5
5,2.4375889322876594e-4,1.6132665200772612e-5,5.526272833015371,0.39449736251501977,33.00048191577091,0.8448420716155065,27.015973884834033,0.6372296230649269,2.6000000000000003e-4,6,32.5
6,1.4087453078685995e-4,6.983526981797265e-5,13.569267660472596,4.125780264514805,33.59678366164121,2.1821261358534856,28.655294398694746,1.17231842673808,1.5000000000000001e-4,14,33.5
7,1.1695445808564717e-4,1.5625920012944454e-6,16.424548685311766,0.08577672499098812,33.26082429829827,0.019009099933320055,28.9030141475336,0.018587283434245035,1e-4,15,33.5
9,8.951632162759031e-5,5.1447188777588665e-5,-1.9663436041186382,8.591293308955025,38.44717480388419,6.226241045722088,30.567232990717734,4.288789671226291,8e-5,-4,39.5
11,3.25320353422529e-4,7.010186133858261e-5,14.010834061280027,1.456108695118455,30.087719957751528,0.535928611776701,25.988312914357813,0.4497120413891229,1.6e-4,8,30.5
12,2e-5,1.4245146755745538e-5,-3,13.473325517300632,30.5,2.552863252207956,24.117566071606575,1.4407655903924703,2e-5,-3,30.5
16,8.865663701026704e-5,7.689613779519651e-6,12.848483162998464,0.5227425100008414,34.48989055509368,0.720432183094858,29.238558831690018,0.5077365248450998,9e-5,13,34.5
